lon,lat,cluster
-106.25,-63.7369725875729,215
-103.75,-63.7369725875729,216
-101.25,-63.7369725875729,217
-98.7499999999998,-63.7369725875729,218
-96.25,-63.7369725875729,219
-93.7499999999998,-63.7369725875729,220
-91.25,-63.7369725875729,221
-88.7499999999999,-63.7369725875729,222
-86.2500000000001,-63.7369725875729,223
-83.7499999999998,-63.7369725875729,224
-81.2499999999999,-63.7369725875729,225
-78.75,-63.7369725875729,226
-76.2499999999999,-63.7369725875729,227
-73.75,-63.7369725875729,228
-71.2499999999999,-63.7369725875729,229
-68.75,-63.7369725875729,230
-66.2499999999998,-63.7369725875729,231
-53.7500000000001,-63.7369725875729,232
-51.25,-63.7369725875729,233
-48.7499999999998,-63.7369725875729,234
-46.25,-63.7369725875729,235
-43.7499999999999,-63.7369725875729,236
-41.2499999999999,-63.7369725875729,237
-38.7499999999999,-63.7369725875729,238
-36.25,-63.7369725875729,239
-33.7499999999999,-63.7369725875729,240
-31.2499999999999,-63.7369725875729,241
-28.7499999999999,-63.7369725875729,242
-26.2499999999999,-63.7369725875729,243
-23.7499999999999,-63.7369725875729,244
-21.25,-63.7369725875729,245
-18.75,-63.7369725875729,246
-16.2499999999998,-63.7369725875729,247
-13.75,-63.7369725875729,248
-11.25,-63.7369725875729,249
-8.74999999999981,-63.7369725875729,250
-6.24999999999999,-63.7369725875729,251
-3.74999999999979,-63.7369725875729,252
-1.24999999999999,-63.7369725875729,253
1.25000000000015,-63.7369725875729,254
3.74999999999995,-63.7369725875729,255
6.25000000000015,-63.7369725875729,256
8.75000000000014,-63.7369725875729,257
11.2500000000001,-63.7369725875729,258
13.7500000000001,-63.7369725875729,259
16.25,-63.7369725875729,260
18.7500000000001,-63.7369725875729,261
21.2500000000001,-63.7369725875729,262
23.7500000000001,-63.7369725875729,263
26.2500000000001,-63.7369725875729,264
28.75,-63.7369725875729,265
31.2500000000002,-63.7369725875729,266
33.7500000000001,-63.7369725875729,267
36.2500000000001,-63.7369725875729,268
38.7500000000001,-63.7369725875729,269
41.25,-63.7369725875729,270
43.7500000000001,-63.7369725875729,271
46.2500000000001,-63.7369725875729,272
48.7500000000001,-63.7369725875729,273
51.2500000000001,-63.7369725875729,274
53.7500000000001,-63.7369725875729,275
56.2500000000001,-63.7369725875729,276
58.7500000000001,-63.7369725875729,277
61.2500000000001,-63.7369725875729,278
63.7500000000002,-63.7369725875729,279
66.2500000000001,-63.7369725875729,280
68.75,-63.7369725875729,281
71.25,-63.7369725875729,282
73.7500000000002,-63.7369725875729,283
76.2500000000001,-63.7369725875729,284
78.75,-63.7369725875729,285
81.2500000000002,-63.7369725875729,286
83.75,-63.7369725875729,287
86.2500000000002,-63.7369725875729,288
88.75,-63.7369725875729,289
91.2500000000002,-63.7369725875729,290
93.75,-63.7369725875729,291
96.2500000000001,-63.7369725875729,292
98.7500000000002,-63.7369725875729,293
101.25,-63.7369725875729,294
103.75,-63.7369725875729,295
106.25,-63.7369725875729,296
108.75,-63.7369725875729,297
111.25,-63.7369725875729,298
113.75,-63.7369725875729,299
116.25,-63.7369725875729,300
118.75,-63.7369725875729,301
121.25,-63.7369725875729,302
123.75,-63.7369725875729,303
126.25,-63.7369725875729,304
128.75,-63.7369725875729,305
131.25,-63.7369725875729,306
133.75,-63.7369725875729,307
136.25,-63.7369725875729,308
138.75,-63.7369725875729,309
141.25,-63.7369725875729,310
143.75,-63.7369725875729,311
146.25,-63.7369725875729,312
148.75,-63.7369725875729,313
151.25,-63.7369725875729,314
153.75,-63.7369725875729,315
156.25,-63.7369725875729,316
158.75,-63.7369725875729,317
161.25,-63.7369725875729,318
163.75,-63.7369725875729,319
166.25,-63.7369725875729,320
168.75,-63.7369725875729,321
171.25,-63.7369725875729,322
173.75,-63.7369725875729,323
176.25,-63.7369725875729,324
178.75,-63.7369725875729,325
-178.75,-61.2391769277664,326
-176.25,-61.2391769277664,327
-173.75,-61.2391769277664,328
-171.25,-61.2391769277664,329
-168.75,-61.2391769277664,330
-166.25,-61.2391769277664,331
-163.75,-61.2391769277664,332
-161.25,-61.2391769277664,333
-158.75,-61.2391769277664,334
-156.25,-61.2391769277664,335
-153.75,-61.2391769277664,336
-151.25,-61.2391769277664,337
-148.75,-61.2391769277664,338
-146.25,-61.2391769277664,339
-143.75,-61.2391769277664,340
-141.25,-61.2391769277664,341
-138.75,-61.2391769277664,342
-136.25,-61.2391769277664,343
-133.75,-61.2391769277664,344
-131.25,-61.2391769277664,345
-128.75,-61.2391769277664,346
-126.25,-61.2391769277664,347
-123.75,-61.2391769277664,348
-121.25,-61.2391769277664,349
-118.75,-61.2391769277664,350
-116.25,-61.2391769277664,351
-113.75,-61.2391769277664,352
-111.25,-61.2391769277664,353
-108.75,-61.2391769277664,354
-106.25,-61.2391769277664,355
-103.75,-61.2391769277664,356
-101.25,-61.2391769277664,357
-98.7499999999999,-61.2391769277664,358
-96.25,-61.2391769277664,359
-93.7499999999998,-61.2391769277664,360
-91.25,-61.2391769277664,361
-88.7499999999999,-61.2391769277664,362
-86.25,-61.2391769277664,363
-83.7499999999999,-61.2391769277664,364
-81.2499999999999,-61.2391769277664,365
-78.75,-61.2391769277664,366
-76.2499999999999,-61.2391769277664,367
-73.75,-61.2391769277664,368
-71.2499999999999,-61.2391769277664,369
-68.75,-61.2391769277664,370
-66.2499999999999,-61.2391769277664,371
-63.75,-61.2391769277664,372
-51.2499999999999,-61.2391769277664,373
-48.7499999999999,-61.2391769277664,374
-41.2499999999998,-61.2391769277664,375
-38.7499999999999,-61.2391769277664,376
-36.25,-61.2391769277664,377
-33.7499999999999,-61.2391769277664,378
-31.2499999999999,-61.2391769277664,379
-28.7499999999999,-61.2391769277664,380
-26.25,-61.2391769277664,381
-23.7499999999999,-61.2391769277664,382
-21.2499999999999,-61.2391769277664,383
-18.75,-61.2391769277664,384
-16.2499999999998,-61.2391769277664,385
-13.75,-61.2391769277664,386
-11.25,-61.2391769277664,387
-8.74999999999982,-61.2391769277664,388
-6.24999999999995,-61.2391769277664,389
-3.74999999999982,-61.2391769277664,390
-1.24999999999998,-61.2391769277664,391
1.25000000000013,-61.2391769277664,392
3.74999999999997,-61.2391769277664,393
6.25000000000011,-61.2391769277664,394
8.75000000000013,-61.2391769277664,395
11.2500000000001,-61.2391769277664,396
13.7500000000002,-61.2391769277664,397
16.25,-61.2391769277664,398
18.7500000000001,-61.2391769277664,399
21.2500000000001,-61.2391769277664,400
23.75,-61.2391769277664,401
26.2500000000002,-61.2391769277664,402
28.75,-61.2391769277664,403
31.2500000000002,-61.2391769277664,404
33.7500000000001,-61.2391769277664,405
36.2500000000001,-61.2391769277664,406
38.7500000000002,-61.2391769277664,407
41.2499999999999,-61.2391769277664,408
43.7500000000003,-61.2391769277664,409
46.25,-61.2391769277664,410
48.7500000000002,-61.2391769277664,411
51.25,-61.2391769277664,412
53.7500000000001,-61.2391769277664,413
56.2500000000001,-61.2391769277664,414
58.75,-61.2391769277664,415
61.2500000000001,-61.2391769277664,416
63.7500000000001,-61.2391769277664,417
66.2500000000001,-61.2391769277664,418
68.7500000000001,-61.2391769277664,419
71.25,-61.2391769277664,420
73.7500000000002,-61.2391769277664,421
76.25,-61.2391769277664,422
78.75,-61.2391769277664,423
81.2500000000002,-61.2391769277664,424
83.7500000000001,-61.2391769277664,425
86.2500000000002,-61.2391769277664,426
88.75,-61.2391769277664,427
91.2500000000001,-61.2391769277664,428
93.75,-61.2391769277664,429
96.2500000000002,-61.2391769277664,430
98.7500000000001,-61.2391769277664,431
101.25,-61.2391769277664,432
103.75,-61.2391769277664,433
106.25,-61.2391769277664,434
108.75,-61.2391769277664,435
111.25,-61.2391769277664,436
113.75,-61.2391769277664,437
116.25,-61.2391769277664,438
118.75,-61.2391769277664,439
121.25,-61.2391769277664,440
123.75,-61.2391769277664,441
126.25,-61.2391769277664,442
128.75,-61.2391769277664,443
131.25,-61.2391769277664,444
133.75,-61.2391769277664,445
136.25,-61.2391769277664,446
138.75,-61.2391769277664,447
141.25,-61.2391769277664,448
143.75,-61.2391769277664,449
146.25,-61.2391769277664,450
148.75,-61.2391769277664,451
151.25,-61.2391769277664,452
153.75,-61.2391769277664,453
156.25,-61.2391769277664,454
158.75,-61.2391769277664,455
161.25,-61.2391769277664,456
163.75,-61.2391769277664,457
166.25,-61.2391769277664,458
168.75,-61.2391769277664,459
171.25,-61.2391769277664,460
173.75,-61.2391769277664,461
176.25,-61.2391769277664,462
178.75,-61.2391769277664,463
-178.75,-58.741062817219,464
-176.25,-58.741062817219,465
-173.75,-58.741062817219,466
-171.25,-58.741062817219,467
-168.75,-58.741062817219,468
-166.25,-58.741062817219,469
-163.75,-58.741062817219,470
-161.25,-58.741062817219,471
-158.75,-58.741062817219,472
-156.25,-58.741062817219,473
-153.75,-58.741062817219,474
-151.25,-58.741062817219,475
-148.75,-58.741062817219,476
-146.25,-58.741062817219,477
-143.75,-58.741062817219,478
-141.25,-58.741062817219,479
-138.75,-58.741062817219,480
-136.25,-58.741062817219,481
-133.75,-58.741062817219,482
-131.25,-58.741062817219,483
-128.75,-58.741062817219,484
-126.25,-58.741062817219,485
-123.75,-58.741062817219,486
-121.25,-58.741062817219,487
-118.75,-58.741062817219,488
-116.25,-58.741062817219,489
-113.75,-58.741062817219,490
-111.25,-58.741062817219,491
-108.75,-58.741062817219,492
-106.25,-58.741062817219,493
-103.75,-58.7410628172191,494
-101.25,-58.741062817219,495
-98.7499999999998,-58.741062817219,496
-96.25,-58.741062817219,497
-93.7499999999999,-58.741062817219,498
-91.2499999999999,-58.741062817219,499
-88.7499999999999,-58.741062817219,500
-86.25,-58.741062817219,501
-83.75,-58.741062817219,502
-81.2499999999998,-58.741062817219,503
-78.75,-58.741062817219,504
-76.2499999999999,-58.741062817219,505
-73.75,-58.741062817219,506
-71.2499999999999,-58.741062817219,507
-68.75,-58.741062817219,508
-66.2499999999999,-58.741062817219,509
-63.75,-58.741062817219,510
-61.2499999999999,-58.741062817219,511
-58.7499999999999,-58.741062817219,512
-56.2499999999999,-58.741062817219,513
-53.7500000000001,-58.741062817219,514
-51.2499999999998,-58.741062817219,515
-48.7499999999999,-58.741062817219,516
-46.2499999999999,-58.741062817219,517
-43.7500000000001,-58.741062817219,518
-41.2499999999998,-58.741062817219,519
-38.75,-58.741062817219,520
-36.2499999999999,-58.741062817219,521
-33.7499999999999,-58.741062817219,522
-31.25,-58.741062817219,523
-28.7499999999999,-58.741062817219,524
-23.7499999999998,-58.741062817219,525
-21.25,-58.741062817219,526
-18.7499999999999,-58.741062817219,527
-16.2499999999999,-58.741062817219,528
-13.75,-58.741062817219,529
-11.2499999999999,-58.741062817219,530
-8.7499999999998,-58.741062817219,531
-6.24999999999995,-58.741062817219,532
-3.74999999999991,-58.741062817219,533
-1.24999999999993,-58.741062817219,534
1.25000000000014,-58.741062817219,535
3.74999999999998,-58.741062817219,536
6.25000000000003,-58.741062817219,537
8.75000000000023,-58.741062817219,538
11.2500000000001,-58.741062817219,539
13.7500000000001,-58.741062817219,540
16.25,-58.741062817219,541
18.7500000000001,-58.741062817219,542
21.2500000000001,-58.741062817219,543
23.75,-58.741062817219,544
26.2500000000001,-58.741062817219,545
28.7500000000001,-58.741062817219,546
31.2500000000002,-58.741062817219,547
33.7500000000001,-58.741062817219,548
36.2500000000001,-58.741062817219,549
38.7500000000002,-58.741062817219,550
41.2499999999999,-58.741062817219,551
43.7500000000002,-58.741062817219,552
46.2499999999999,-58.741062817219,553
48.7500000000002,-58.741062817219,554
51.25,-58.741062817219,555
53.7500000000001,-58.741062817219,556
56.2500000000001,-58.741062817219,557
58.75,-58.741062817219,558
61.2500000000001,-58.741062817219,559
63.7500000000001,-58.741062817219,560
66.2500000000001,-58.741062817219,561
68.75,-58.741062817219,562
71.2500000000001,-58.741062817219,563
73.7500000000001,-58.741062817219,564
76.25,-58.7410628172191,565
78.7500000000001,-58.741062817219,566
81.2500000000002,-58.741062817219,567
83.7500000000001,-58.741062817219,568
86.2500000000001,-58.741062817219,569
88.7500000000001,-58.741062817219,570
91.2500000000002,-58.741062817219,571
93.75,-58.741062817219,572
96.2500000000002,-58.741062817219,573
98.75,-58.741062817219,574
101.25,-58.741062817219,575
103.75,-58.741062817219,576
106.25,-58.741062817219,577
108.75,-58.741062817219,578
111.25,-58.741062817219,579
113.75,-58.741062817219,580
116.25,-58.741062817219,581
118.75,-58.741062817219,582
121.25,-58.741062817219,583
123.75,-58.741062817219,584
126.25,-58.741062817219,585
128.75,-58.741062817219,586
131.25,-58.741062817219,587
133.75,-58.741062817219,588
136.25,-58.741062817219,589
138.75,-58.741062817219,590
141.25,-58.741062817219,591
143.75,-58.741062817219,592
146.25,-58.741062817219,593
148.75,-58.741062817219,594
151.25,-58.741062817219,595
153.75,-58.741062817219,596
156.25,-58.741062817219,597
158.75,-58.741062817219,598
161.25,-58.741062817219,599
163.75,-58.741062817219,600
166.25,-58.7410628172191,601
168.75,-58.741062817219,602
171.25,-58.741062817219,603
173.75,-58.741062817219,604
176.25,-58.741062817219,605
178.75,-58.741062817219,606
-178.75,-56.2426894580358,607
-176.25,-56.2426894580358,608
-173.75,-56.2426894580358,609
-171.25,-56.2426894580358,610
-168.75,-56.2426894580358,611
-166.25,-56.2426894580358,612
-163.75,-56.2426894580358,613
-161.25,-56.2426894580358,614
-158.75,-56.2426894580358,615
-156.25,-56.2426894580358,616
-153.75,-56.2426894580358,617
-151.25,-56.2426894580358,618
-148.75,-56.2426894580358,619
-146.25,-56.2426894580358,620
-143.75,-56.2426894580358,621
-141.25,-56.2426894580358,622
-138.75,-56.2426894580358,623
-136.25,-56.2426894580358,624
-133.75,-56.2426894580358,625
-131.25,-56.2426894580358,626
-128.75,-56.2426894580358,627
-126.25,-56.2426894580358,628
-123.75,-56.2426894580358,629
-121.25,-56.2426894580358,630
-118.75,-56.2426894580358,631
-116.25,-56.2426894580358,632
-113.75,-56.2426894580358,633
-111.25,-56.2426894580358,634
-108.75,-56.2426894580358,635
-106.25,-56.2426894580358,636
-103.75,-56.2426894580358,637
-101.25,-56.2426894580358,638
-98.7499999999998,-56.2426894580358,639
-96.2500000000001,-56.2426894580358,640
-93.7499999999999,-56.2426894580358,641
-91.2499999999999,-56.2426894580358,642
-88.7499999999998,-56.2426894580358,643
-86.25,-56.2426894580358,644
-83.75,-56.2426894580358,645
-81.2499999999998,-56.2426894580358,646
-78.75,-56.2426894580358,647
-76.2499999999999,-56.2426894580358,648
-73.75,-56.2426894580358,649
-63.75,-56.2426894580358,650
-61.2499999999998,-56.2426894580358,651
-58.7499999999999,-56.2426894580358,652
-56.2499999999999,-56.2426894580358,653
-53.7500000000001,-56.2426894580358,654
-51.2499999999999,-56.2426894580358,655
-48.7499999999999,-56.2426894580358,656
-46.2499999999999,-56.2426894580358,657
-43.7500000000001,-56.2426894580358,658
-41.2499999999998,-56.2426894580358,659
-38.7499999999999,-56.2426894580358,660
-36.25,-56.2426894580358,661
-31.2499999999999,-56.2426894580358,662
-23.7499999999998,-56.2426894580358,663
-21.2499999999999,-56.2426894580358,664
-18.7499999999999,-56.2426894580358,665
-16.2499999999999,-56.2426894580358,666
-13.75,-56.2426894580358,667
-11.2499999999999,-56.2426894580358,668
-8.7499999999998,-56.2426894580358,669
-6.25000000000003,-56.2426894580358,670
-3.74999999999985,-56.2426894580358,671
-1.24999999999993,-56.2426894580358,672
1.25000000000019,-56.2426894580358,673
3.74999999999999,-56.2426894580358,674
6.25000000000003,-56.2426894580358,675
8.7500000000002,-56.2426894580358,676
11.25,-56.2426894580358,677
13.7500000000001,-56.2426894580358,678
16.25,-56.2426894580358,679
18.7500000000001,-56.2426894580358,680
21.2500000000001,-56.2426894580358,681
23.7500000000001,-56.2426894580358,682
26.25,-56.2426894580358,683
28.7500000000001,-56.2426894580358,684
31.2500000000002,-56.2426894580358,685
33.7500000000001,-56.2426894580358,686
36.2500000000001,-56.2426894580358,687
38.7500000000002,-56.2426894580358,688
41.25,-56.2426894580358,689
43.7500000000002,-56.2426894580358,690
46.25,-56.2426894580358,691
48.7500000000002,-56.2426894580358,692
51.2500000000001,-56.2426894580358,693
53.7500000000001,-56.2426894580358,694
56.2500000000001,-56.2426894580358,695
58.7500000000001,-56.2426894580358,696
61.25,-56.2426894580358,697
63.7500000000001,-56.2426894580358,698
66.2500000000002,-56.2426894580358,699
68.75,-56.2426894580358,700
71.2500000000001,-56.2426894580358,701
73.7500000000001,-56.2426894580358,702
76.2500000000001,-56.2426894580358,703
78.7500000000001,-56.2426894580358,704
81.2500000000002,-56.2426894580358,705
83.75,-56.2426894580358,706
86.2500000000002,-56.2426894580358,707
88.7500000000001,-56.2426894580358,708
91.2500000000002,-56.2426894580358,709
93.75,-56.2426894580358,710
96.2500000000001,-56.2426894580358,711
98.7500000000001,-56.2426894580358,712
101.25,-56.2426894580358,713
103.75,-56.2426894580358,714
106.25,-56.2426894580358,715
108.75,-56.2426894580358,716
111.25,-56.2426894580358,717
113.75,-56.2426894580358,718
116.25,-56.2426894580358,719
118.75,-56.2426894580358,720
121.25,-56.2426894580358,721
123.75,-56.2426894580358,722
126.25,-56.2426894580358,723
128.75,-56.2426894580358,724
131.25,-56.2426894580358,725
133.75,-56.2426894580358,726
136.25,-56.2426894580358,727
138.75,-56.2426894580358,728
141.25,-56.2426894580358,729
143.75,-56.2426894580358,730
146.25,-56.2426894580358,731
148.75,-56.2426894580358,732
151.25,-56.2426894580358,733
153.75,-56.2426894580358,734
156.25,-56.2426894580358,735
158.75,-56.2426894580358,736
161.25,-56.2426894580358,737
163.75,-56.2426894580358,738
166.25,-56.2426894580358,739
168.75,-56.2426894580358,740
171.25,-56.2426894580358,741
173.75,-56.2426894580358,742
176.25,-56.2426894580358,743
178.75,-56.2426894580358,744
-178.75,-53.7440994877472,745
-176.25,-53.7440994877472,746
-173.75,-53.7440994877472,747
-171.25,-53.7440994877472,748
-168.75,-53.7440994877472,749
-166.25,-53.7440994877472,750
-163.75,-53.7440994877472,751
-161.25,-53.7440994877472,752
-158.75,-53.7440994877472,753
-156.25,-53.7440994877472,754
-153.75,-53.7440994877472,755
-151.25,-53.7440994877472,756
-148.75,-53.7440994877472,757
-146.25,-53.7440994877472,758
-143.75,-53.7440994877472,759
-141.25,-53.7440994877472,760
-138.75,-53.7440994877472,761
-136.25,-53.7440994877472,762
-133.75,-53.7440994877472,763
-131.25,-53.7440994877472,764
-128.75,-53.7440994877472,765
-126.25,-53.7440994877472,766
-123.75,-53.7440994877472,767
-121.25,-53.7440994877472,768
-118.75,-53.7440994877472,769
-116.25,-53.7440994877472,770
-113.75,-53.7440994877472,771
-111.25,-53.7440994877472,772
-108.75,-53.7440994877472,773
-106.25,-53.7440994877472,774
-103.75,-53.7440994877472,775
-101.25,-53.7440994877472,776
-98.7499999999998,-53.7440994877472,777
-96.2500000000001,-53.7440994877472,778
-93.7499999999998,-53.7440994877472,779
-91.2499999999999,-53.7440994877472,780
-88.7499999999998,-53.7440994877472,781
-86.25,-53.7440994877472,782
-83.75,-53.7440994877472,783
-81.2499999999998,-53.7440994877472,784
-78.75,-53.7440994877472,785
-76.2499999999999,-53.7440994877472,786
-61.2499999999997,-53.7440994877472,787
-56.2499999999999,-53.7440994877472,788
-53.75,-53.7440994877472,789
-51.2499999999999,-53.7440994877472,790
-48.7499999999998,-53.7440994877472,791
-46.25,-53.7440994877472,792
-43.75,-53.7440994877472,793
-31.2499999999999,-53.7440994877472,794
-28.75,-53.7440994877472,795
-26.25,-53.7440994877472,796
-23.7499999999998,-53.7440994877472,797
-21.2499999999999,-53.7440994877472,798
-18.7499999999999,-53.7440994877472,799
-16.2499999999999,-53.7440994877472,800
-13.7499999999999,-53.7440994877472,801
-11.25,-53.7440994877472,802
-8.74999999999981,-53.7440994877472,803
-6.25000000000008,-53.7440994877472,804
-3.74999999999979,-53.7440994877472,805
-1.24999999999993,-53.7440994877472,806
1.25000000000017,-53.7440994877472,807
6.24999999999997,-53.7440994877472,808
8.75000000000018,-53.7440994877472,809
11.2500000000001,-53.7440994877472,810
13.7500000000002,-53.7440994877472,811
16.2500000000001,-53.7440994877472,812
18.7500000000001,-53.7440994877472,813
21.25,-53.7440994877472,814
23.7500000000001,-53.7440994877472,815
26.25,-53.7440994877472,816
28.7500000000002,-53.7440994877472,817
31.2500000000001,-53.7440994877472,818
33.7500000000001,-53.7440994877472,819
36.2500000000001,-53.7440994877472,820
38.7500000000001,-53.7440994877472,821
41.25,-53.7440994877472,822
43.7500000000001,-53.7440994877472,823
46.2500000000001,-53.7440994877472,824
